Zip,City,State,Region,District
37334,"Fayetteville, TN",TN,East,District #19
37335,"Flintville, TN",TN,East,District #19
37336,"Georgetown, TN",TN,East,District #19
37337,"Grandview, TN",TN,East,District #19
37338,"Graysville, TN",TN,East,District #19
37339,"Gruetli Laager, TN",TN,East,District #19
37340,"Guild, TN",TN,East,District #19
37341,"Harrison, TN",TN,East,District #19
37342,"Hillsboro, TN",TN,East,District #19
37343,"Hixson, TN",TN,East,District #19
37345,"Huntland, TN",TN,East,District #19
37347,"Jasper, TN",TN,East,District #19
37348,"Kelso, TN",TN,East,District #19
37349,"Manchester, TN",TN,East,District #19
37350,"Lookout Mountain, TN",TN,East,District #19
37351,"Lupton City, TN",TN,East,District #19
37352,"Lynchburg, TN",TN,East,District #19
37353,"Mc Donald, TN",TN,East,District #19
37354,"Madisonville, TN",TN,East,District #19
37355,"Manchester, TN",TN,East,District #19
37356,"Monteagle, TN",TN,East,District #19
37357,"Morrison, TN",TN,East,District #19
37359,"Mulberry, TN",TN,East,District #19
37360,"Normandy, TN",TN,East,District #19
37361,"Ocoee, TN",TN,East,District #19
37362,"Old Fort, TN",TN,East,District #19
37363,"Ooltewah, TN",TN,East,District #19
37364,"Cleveland, TN",TN,East,District #19
37365,"Palmer, TN",TN,East,District #19
37366,"Pelham, TN",TN,East,District #19
37367,"Pikeville, TN",TN,East,District #19
37369,"Reliance, TN",TN,East,District #19
37370,"Riceville, TN",TN,East,District #19
37371,"Athens, TN",TN,East,District #19
37373,"Sale Creek, TN",TN,East,District #19
37374,"Sequatchie, TN",TN,East,District #19
37375,"Sewanee, TN",TN,East,District #19
37376,"Sherwood, TN",TN,East,District #19
37377,"Signal Mountain, TN",TN,East,District #19
37378,"Smartt, TN",TN,East,District #19
37379,"Soddy Daisy, TN",TN,East,District #19
37380,"South Pittsburg, TN",TN,East,District #19
37381,"Spring City, TN",TN,East,District #19
37382,"Summitville, TN",TN,East,District #19
37383,"Sewanee, TN",TN,East,District #19
37384,"Soddy Daisy, TN",TN,East,District #19
37385,"Tellico Plains, TN",TN,East,District #19
37387,"Tracy City, TN",TN,East,District #19
37388,"Tullahoma, TN",TN,East,District #19
37389,"Arnold Afb, TN",TN,East,District #19
37391,"Turtletown, TN",TN,East,District #19
37394,"Viola, TN",TN,East,District #19
37396,"Whiteside, TN",TN,East,District #19
37397,"Whitwell, TN",TN,East,District #19
37398,"Winchester, TN",TN,East,District #19
37401,"Chattanooga, TN",TN,East,District #19
37402,"Chattanooga, TN",TN,East,District #19
37403,"Chattanooga, TN",TN,East,District #19
37404,"Chattanooga, TN",TN,East,District #19
37405,"Chattanooga, TN",TN,East,District #19
37406,"Chattanooga, TN",TN,East,District #19
37407,"Chattanooga, TN",TN,East,District #19
37408,"Chattanooga, TN",TN,East,District #19
37409,"Chattanooga, TN",TN,East,District #19
37410,"Chattanooga, TN",TN,East,District #19
37411,"Chattanooga, TN",TN,East,District #19
37412,"Chattanooga, TN",TN,East,District #19
37414,"Chattanooga, TN",TN,East,District #19
37415,"Chattanooga, TN",TN,East,District #19
37416,"Chattanooga, TN",TN,East,District #19
37419,"Chattanooga, TN",TN,East,District #19
37421,"Chattanooga, TN",TN,East,District #19
37422,"Chattanooga, TN",TN,East,District #19
37424,"Chattanooga, TN",TN,East,District #19
37450,"Chattanooga, TN",TN,East,District #19
37601,"Johnson City, TN",TN,East,District #19
37602,"Johnson City, TN",TN,East,District #19
37604,"Johnson City, TN",TN,East,District #19
37605,"Johnson City, TN",TN,East,District #19
37614,"Johnson City, TN",TN,East,District #19
37615,"Johnson City, TN",TN,East,District #19
37616,"Afton, TN",TN,East,District #19
37617,"Blountville, TN",TN,East,District #19
37618,"Bluff City, TN",TN,East,District #19
37620,"Bristol, TN",TN,East,District #19
37621,"Bristol, TN",TN,East,District #19
37625,"Bristol, TN",TN,East,District #19
37640,"Butler, TN",TN,East,District #19
37641,"Chuckey, TN",TN,East,District #19
37642,"Church Hill, TN",TN,East,District #19
37643,"Elizabethton, TN",TN,East,District #19
37644,"Elizabethton, TN",TN,East,District #19
37645,"Mount Carmel, TN",TN,East,District #19
37650,"Erwin, TN",TN,East,District #19
37656,"Fall Branch, TN",TN,East,District #19
37657,"Flag Pond, TN",TN,East,District #19
37658,"Hampton, TN",TN,East,District #19
37659,"Jonesborough, TN",TN,East,District #19
37660,"Kingsport, TN",TN,East,District #19
37662,"Kingsport, TN",TN,East,District #19
37663,"Kingsport, TN",TN,East,District #19
37664,"Kingsport, TN",TN,East,District #19
37665,"Kingsport, TN",TN,East,District #19
37669,"Kingsport, TN",TN,East,District #19
37680,"Laurel Bloomery, TN",TN,East,District #19
37681,"Limestone, TN",TN,East,District #19
37682,"Milligan College, TN",TN,East,District #19
37683,"Mountain City, TN",TN,East,District #19
37684,"Mountain Home, TN",TN,East,District #19
37686,"Piney Flats, TN",TN,East,District #19
37687,"Roan Mountain, TN",TN,East,District #19
37688,"Shady Valley, TN",TN,East,District #19
37690,"Telford, TN",TN,East,District #19
37691,"Trade, TN",TN,East,District #19
37692,"Unicoi, TN",TN,East,District #19
37694,"Watauga, TN",TN,East,District #19
37699,"Piney Flats, TN",TN,East,District #19
37701,"Alcoa, TN",TN,East,District #19
37705,"Andersonville, TN",TN,East,District #19
37707,"Arthur, TN",TN,East,District #19
37708,"Bean Station, TN",TN,East,District #19
37709,"Blaine, TN",TN,East,District #19
37710,"Briceville, TN",TN,East,District #19
37711,"Bulls Gap, TN",TN,East,District #19
37713,"Bybee, TN",TN,East,District #19
37714,"Caryville, TN",TN,East,District #19
37715,"Clairfield, TN",TN,East,District #19
37716,"Clinton, TN",TN,East,District #19
37717,"Clinton, TN",TN,East,District #19
37719,"Coalfield, TN",TN,East,District #19
37721,"Corryton, TN",TN,East,District #19
37722,"Cosby, TN",TN,East,District #19
37723,"Crab Orchard, TN",TN,East,District #19
37724,"Cumberland Gap, TN",TN,East,District #19
37725,"Dandridge, TN",TN,East,District #19
37726,"Deer Lodge, TN",TN,East,District #19
37727,"Del Rio, TN",TN,East,District #19
37729,"Duff, TN",TN,East,District #19
37730,"Eagan, TN",TN,East,District #19
37731,"Eidson, TN",TN,East,District #19
37732,"Elgin, TN",TN,East,District #19
37733,"Rugby, TN",TN,East,District #19
37737,"Friendsville, TN",TN,East,District #19
37738,"Gatlinburg, TN",TN,East,District #19
37742,"Greenback, TN",TN,East,District #19
37743,"Greeneville, TN",TN,East,District #19
37744,"Greeneville, TN",TN,East,District #19
37745,"Greeneville, TN",TN,East,District #19
37748,"Harriman, TN",TN,East,District #19
37752,"Harrogate, TN",TN,East,District #19
37753,"Hartford, TN",TN,East,District #19
37754,"Heiskell, TN",TN,East,District #19
37755,"Helenwood, TN",TN,East,District #19
37756,"Huntsville, TN",TN,East,District #19
37757,"Jacksboro, TN",TN,East,District #19
37760,"Jefferson City, TN",TN,East,District #19
37762,"Jellico, TN",TN,East,District #19
37763,"Kingston, TN",TN,East,District #19
37764,"Kodak, TN",TN,East,District #19
37765,"Kyles Ford, TN",TN,East,District #19
37766,"La Follette, TN",TN,East,District #19
37769,"Lake City, TN",TN,East,District #19
37770,"Lancing, TN",TN,East,District #19
37771,"Lenoir City, TN",TN,East,District #19
37772,"Lenoir City, TN",TN,East,District #19
37773,"Lone Mountain, TN",TN,East,District #19
37774,"Loudon, TN",TN,East,District #19
37777,"Louisville, TN",TN,East,District #19
37778,"Lowland, TN",TN,East,District #19
37779,"Luttrell, TN",TN,East,District #19
37801,"Maryville, TN",TN,East,District #19
37802,"Maryville, TN",TN,East,District #19
37803,"Maryville, TN",TN,East,District #19
37804,"Maryville, TN",TN,East,District #19
37806,"Mascot, TN",TN,East,District #19
37807,"Maynardville, TN",TN,East,District #19
37809,"Midway, TN",TN,East,District #19
37810,"Mohawk, TN",TN,East,District #19
37811,"Mooresburg, TN",TN,East,District #19
37813,"Morristown, TN",TN,East,District #19
37814,"Morristown, TN",TN,East,District #19
37815,"Morristown, TN",TN,East,District #19
37816,"Morristown, TN",TN,East,District #19
37818,"Mosheim, TN",TN,East,District #19
37819,"Newcomb, TN",TN,East,District #19
37820,"New Market, TN",TN,East,District #19
37821,"Newport, TN",TN,East,District #19
37822,"Newport, TN",TN,East,District #19
37824,"New Tazewell, TN",TN,East,District #19
37825,"New Tazewell, TN",TN,East,District #19
37826,"Niota, TN",TN,East,District #19
37828,"Norris, TN",TN,East,District #19
37829,"Oakdale, TN",TN,East,District #19
37830,"Oak Ridge, TN",TN,East,District #19
37831,"Oak Ridge, TN",TN,East,District #19
37840,"Oliver Springs, TN",TN,East,District #19
37841,"Oneida, TN",TN,East,District #19
37843,"Parrottsville, TN",TN,East,District #19
37845,"Petros, TN",TN,East,District #19
37846,"Philadelphia, TN",TN,East,District #19
37847,"Pioneer, TN",TN,East,District #19
37848,"Powder Springs, TN",TN,East,District #19
37849,"Powell, TN",TN,East,District #19
37851,"Pruden, TN",TN,East,District #19
37852,"Robbins, TN",TN,East,District #19
37853,"Rockford, TN",TN,East,District #19
37854,"Rockwood, TN",TN,East,District #19
37857,"Rogersville, TN",TN,East,District #19
37860,"Russellville, TN",TN,East,District #19
37861,"Rutledge, TN",TN,East,District #19
37862,"Sevierville, TN",TN,East,District #19
37863,"Pigeon Forge, TN",TN,East,District #19
37864,"Sevierville, TN",TN,East,District #19
37865,"Seymour, TN",TN,East,District #19
37866,"Sharps Chapel, TN",TN,East,District #19
37867,"Shawanee, TN",TN,East,District #19
37868,"Pigeon Forge, TN",TN,East,District #19
37869,"Sneedville, TN",TN,East,District #19
37870,"Speedwell, TN",TN,East,District #19
37871,"Strawberry Plains, TN",TN,East,District #19
37872,"Sunbright, TN",TN,East,District #19
37873,"Surgoinsville, TN",TN,East,District #19
37874,"Sweetwater, TN",TN,East,District #19
37876,"Sevierville, TN",TN,East,District #19
37877,"Talbott, TN",TN,East,District #19
37878,"Tallassee, TN",TN,East,District #19
37879,"Tazewell, TN",TN,East,District #19
37880,"Ten Mile, TN",TN,East,District #19
37881,"Thorn Hill, TN",TN,East,District #19
37882,"Townsend, TN",TN,East,District #19
37885,"Vonore, TN",TN,East,District #19
37886,"Walland, TN",TN,East,District #19
37887,"Wartburg, TN",TN,East,District #19
37888,"Washburn, TN",TN,East,District #19
37890,"White Pine, TN",TN,East,District #19
37891,"Whitesburg, TN",TN,East,District #19
37892,"Winfield, TN",TN,East,District #19
37901,"Knoxville, TN",TN,East,District #19
37902,"Knoxville, TN",TN,East,District #19
37909,"Knoxville, TN",TN,East,District #19
37912,"Knoxville, TN",TN,East,District #19
37914,"Knoxville, TN",TN,East,District #19
37915,"Knoxville, TN",TN,East,District #19
37916,"Knoxville, TN",TN,East,District #19
37917,"Knoxville, TN",TN,East,District #19
37918,"Knoxville, TN",TN,East,District #19
37919,"Knoxville, TN",TN,East,District #19
37920,"Knoxville, TN",TN,East,District #19
37921,"Knoxville, TN",TN,East,District #19
37922,"Knoxville, TN",TN,East,District #19
37923,"Knoxville, TN",TN,East,District #19
37924,"Knoxville, TN",TN,East,District #19
37927,"Knoxville, TN",TN,East,District #19
37928,"Knoxville, TN",TN,East,District #19
37929,"Knoxville, TN",TN,East,District #19
37930,"Knoxville, TN",TN,East,District #19
37931,"Knoxville, TN",TN,East,District #19
37932,"Knoxville, TN",TN,East,District #19
37933,"Knoxville, TN",TN,East,District #19
37934,"Knoxville, TN",TN,East,District #19
37938,"Knoxville, TN",TN,East,District #19
37939,"Knoxville, TN",TN,East,District #19
37940,"Knoxville, TN",TN,East,District #19
37950,"Knoxville, TN",TN,East,District #19
37995,"Knoxville, TN",TN,East,District #19
37996,"Knoxville, TN",TN,East,District #19
37997,"Knoxville, TN",TN,East,District #19
37998,"Knoxville, TN",TN,East,District #19
38221,"Big Sandy, TN",TN,East,District #19
38326,"Counce, TN",TN,East,District #19
38333,"Eva, TN",TN,East,District #19
38365,"Pickwick Dam, TN",TN,East,District #19
38372,"Savannah, TN",TN,East,District #19
38401,"Columbia, TN",TN,East,District #19
38402,"Columbia, TN",TN,East,District #19
38425,"Clifton, TN",TN,East,District #19
38449,"Ardmore, TN",TN,East,District #19
38450,"Collinwood, TN",TN,East,District #19
38451,"Culleoka, TN",TN,East,District #19
38452,"Cypress Inn, TN",TN,East,District #19
38453,"Dellrose, TN",TN,East,District #19
38454,"Duck River, TN",TN,East,District #19
38455,"Elkton, TN",TN,East,District #19
38456,"Ethridge, TN",TN,East,District #19
38457,"Five Points, TN",TN,East,District #19
38459,"Frankewing, TN",TN,East,District #19
38460,"Goodspring, TN",TN,East,District #19
38461,"Hampshire, TN",TN,East,District #19
38462,"Hohenwald, TN",TN,East,District #19
38463,"Iron City, TN",TN,East,District #19
38464,"Lawrenceburg, TN",TN,East,District #19
38468,"Leoma, TN",TN,East,District #19
38469,"Loretto, TN",TN,East,District #19
38471,"Lutts, TN",TN,East,District #19
38472,"Lynnville, TN",TN,East,District #19
38473,"Minor Hill, TN",TN,East,District #19
38474,"Mount Pleasant, TN",TN,East,District #19
38475,"Olivehill, TN",TN,East,District #19
38476,"Primm Springs, TN",TN,East,District #19
38477,"Prospect, TN",TN,East,District #19
38478,"Pulaski, TN",TN,East,District #19
38481,"Saint Joseph, TN",TN,East,District #19
38482,"Santa Fe, TN",TN,East,District #19
38483,"Summertown, TN",TN,East,District #19
38485,"Waynesboro, TN",TN,East,District #19
38486,"Westpoint, TN",TN,East,District #19
38487,"Williamsport, TN",TN,East,District #19
38488,"Taft, TN",TN,East,District #19
38501,"Cookeville, TN",TN,East,District #19
38502,"Cookeville, TN",TN,East,District #19
38503,"Cookeville, TN",TN,East,District #19
38504,"Allardt, TN",TN,East,District #19
38505,"Cookeville, TN",TN,East,District #19
38506,"Cookeville, TN",TN,East,District #19
38541,"Allons, TN",TN,East,District #19
38542,"Allred, TN",TN,East,District #19
38543,"Alpine, TN",TN,East,District #19
38544,"Baxter, TN",TN,East,District #19
38545,"Bloomington Springs, TN",TN,East,District #19
38547,"Brush Creek, TN",TN,East,District #19
38548,"Buffalo Valley, TN",TN,East,District #19
38549,"Byrdstown, TN",TN,East,District #19
38550,"Campaign, TN",TN,East,District #19
38551,"Celina, TN",TN,East,District #19
38552,"Chestnut Mound, TN",TN,East,District #19
38553,"Clarkrange, TN",TN,East,District #19
38554,"Crawford, TN",TN,East,District #19
38555,"Crossville, TN",TN,East,District #19
38556,"Jamestown, TN",TN,East,District #19
38557,"Crossville, TN",TN,East,District #19
38558,"Crossville, TN",TN,East,District #19
38559,"Doyle, TN",TN,East,District #19
38560,"Elmwood, TN",TN,East,District #19
38562,"Gainesboro, TN",TN,East,District #19
38563,"Gordonsville, TN",TN,East,District #19
38564,"Granville, TN",TN,East,District #19
38565,"Grimsley, TN",TN,East,District #19
38567,"Hickman, TN",TN,East,District #19
38568,"Hilham, TN",TN,East,District #19
38569,"Lancaster, TN",TN,East,District #19
38570,"Livingston, TN",TN,East,District #19
38571,"Crossville, TN",TN,East,District #19
38572,"Crossville, TN",TN,East,District #19
38573,"Monroe, TN",TN,East,District #19
38574,"Monterey, TN",TN,East,District #19
38575,"Moss, TN",TN,East,District #19
38577,"Pall Mall, TN",TN,East,District #19
38578,"Pleasant Hill, TN",TN,East,District #19
38579,"Quebeck, TN",TN,East,District #19
38580,"Rickman, TN",TN,East,District #19
38581,"Rock Island, TN",TN,East,District #19
38582,"Silver Point, TN",TN,East,District #19
38583,"Sparta, TN",TN,East,District #19
38585,"Spencer, TN",TN,East,District #19
38587,"Walling, TN",TN,East,District #19
38588,"Whitleyville, TN",TN,East,District #19
38589,"Wilder, TN",TN,East,District #19
37501,"Memphis, TN",TN,Central,District #25
37544,"Memphis, TN",TN,Central,District #25
38001,"Alamo, TN",TN,Central,District #25
38002,"Arlington, TN",TN,Central,District #25
38004,"Atoka, TN",TN,Central,District #25
38006,"Bells, TN",TN,Central,District #25
38007,"Bogota, TN",TN,Central,District #25
38008,"Bolivar, TN",TN,Central,District #25
38010,"Braden, TN",TN,Central,District #25
38011,"Brighton, TN",TN,Central,District #25
38012,"Brownsville, TN",TN,Central,District #25
38014,"Brunswick, TN",TN,Central,District #25
38015,"Burlison, TN",TN,Central,District #25
38016,"Cordova, TN",TN,Central,District #25
38017,"Collierville, TN",TN,Central,District #25
38018,"Cordova, TN",TN,Central,District #25
38019,"Covington, TN",TN,Central,District #25
38021,"Crockett Mills, TN",TN,Central,District #25
38023,"Drummonds, TN",TN,Central,District #25
38024,"Dyersburg, TN",TN,Central,District #25
38025,"Dyersburg, TN",TN,Central,District #25
38027,"Collierville, TN",TN,Central,District #25
38028,"Eads, TN",TN,Central,District #25
38029,"Ellendale, TN",TN,Central,District #25
38030,"Finley, TN",TN,Central,District #25
38034,"Friendship, TN",TN,Central,District #25
38036,"Gallaway, TN",TN,Central,District #25
38037,"Gates, TN",TN,Central,District #25
38039,"Grand Junction, TN",TN,Central,District #25
38040,"Halls, TN",TN,Central,District #25
38041,"Henning, TN",TN,Central,District #25
38042,"Hickory Valley, TN",TN,Central,District #25
38044,"Hornsby, TN",TN,Central,District #25
38045,"Laconia, TN",TN,Central,District #25
38046,"La Grange, TN",TN,Central,District #25
38047,"Lenox, TN",TN,Central,District #25
38048,"Macon, TN",TN,Central,District #25
38049,"Mason, TN",TN,Central,District #25
38050,"Maury City, TN",TN,Central,District #25
38052,"Middleton, TN",TN,Central,District #25
38053,"Millington, TN",TN,Central,District #25
38054,"Millington, TN",TN,Central,District #25
38055,"Millington, TN",TN,Central,District #25
38057,"Moscow, TN",TN,Central,District #25
38058,"Munford, TN",TN,Central,District #25
38059,"Newbern, TN",TN,Central,District #25
38060,"Oakland, TN",TN,Central,District #25
38061,"Pocahontas, TN",TN,Central,District #25
38063,"Ripley, TN",TN,Central,District #25
38066,"Rossville, TN",TN,Central,District #25
38067,"Saulsbury, TN",TN,Central,District #25
38068,"Somerville, TN",TN,Central,District #25
38069,"Stanton, TN",TN,Central,District #25
38070,"Tigrett, TN",TN,Central,District #25
38071,"Tipton, TN",TN,Central,District #25
38075,"Whiteville, TN",TN,Central,District #25
38076,"Williston, TN",TN,Central,District #25
38077,"Wynnburg, TN",TN,Central,District #25
38079,"Tiptonville, TN",TN,Central,District #25
38080,"Ridgely, TN",TN,Central,District #25
38083,"Millington, TN",TN,Central,District #25
38088,"Cordova, TN",TN,Central,District #25
38101,"Memphis, TN",TN,Central,District #25
38103,"Memphis, TN",TN,Central,District #25
38104,"Memphis, TN",TN,Central,District #25
38105,"Memphis, TN",TN,Central,District #25
38106,"Memphis, TN",TN,Central,District #25
38107,"Memphis, TN",TN,Central,District #25
38108,"Memphis, TN",TN,Central,District #25
38109,"Memphis, TN",TN,Central,District #25
38111,"Memphis, TN",TN,Central,District #25
38112,"Memphis, TN",TN,Central,District #25
38113,"Memphis, TN",TN,Central,District #25
38114,"Memphis, TN",TN,Central,District #25
38115,"Memphis, TN",TN,Central,District #25
38116,"Memphis, TN",TN,Central,District #25
38117,"Memphis, TN",TN,Central,District #25
38118,"Memphis, TN",TN,Central,District #25
38119,"Memphis, TN",TN,Central,District #25
38120,"Memphis, TN",TN,Central,District #25
38122,"Memphis, TN",TN,Central,District #25
38124,"Memphis, TN",TN,Central,District #25
38125,"Memphis, TN",TN,Central,District #25
38126,"Memphis, TN",TN,Central,District #25
38127,"Memphis, TN",TN,Central,District #25
38128,"Memphis, TN",TN,Central,District #25
38130,"Memphis, TN",TN,Central,District #25
38131,"Memphis, TN",TN,Central,District #25
38132,"Memphis, TN",TN,Central,District #25
38133,"Memphis, TN",TN,Central,District #25
38134,"Memphis, TN",TN,Central,District #25
38135,"Memphis, TN",TN,Central,District #25
38136,"Memphis, TN",TN,Central,District #25
38137,"Memphis, TN",TN,Central,District #25
38138,"Germantown, TN",TN,Central,District #25
38139,"Germantown, TN",TN,Central,District #25
38141,"Memphis, TN",TN,Central,District #25
38145,"Memphis, TN",TN,Central,District #25
38147,"Memphis, TN",TN,Central,District #25
38148,"Memphis, TN",TN,Central,District #25
38150,"Memphis, TN",TN,Central,District #25
38151,"Memphis, TN",TN,Central,District #25
38152,"Memphis, TN",TN,Central,District #25
38157,"Memphis, TN",TN,Central,District #25
38159,"Memphis, TN",TN,Central,District #25
38161,"Memphis, TN",TN,Central,District #25
38163,"Memphis, TN",TN,Central,District #25
38166,"Memphis, TN",TN,Central,District #25
38167,"Memphis, TN",TN,Central,District #25
38168,"Memphis, TN",TN,Central,District #25
38173,"Memphis, TN",TN,Central,District #25
38174,"Memphis, TN",TN,Central,District #25
38175,"Memphis, TN",TN,Central,District #25
38177,"Memphis, TN",TN,Central,District #25
38181,"Memphis, TN",TN,Central,District #25
38182,"Memphis, TN",TN,Central,District #25
38183,"Germantown, TN",TN,Central,District #25
38184,"Memphis, TN",TN,Central,District #25
38186,"Memphis, TN",TN,Central,District #25
38187,"Memphis, TN",TN,Central,District #25
38188,"Memphis, TN",TN,Central,District #25
38190,"Memphis, TN",TN,Central,District #25
38193,"Memphis, TN",TN,Central,District #25
38194,"Memphis, TN",TN,Central,District #25
38197,"Memphis, TN",TN,Central,District #25
38201,"Mc Kenzie, TN",TN,Central,District #25
38220,"Atwood, TN",TN,Central,District #25
38222,"Buchanan, TN",TN,Central,District #25
38223,"Como, TN",TN,Central,District #25
38224,"Cottage Grove, TN",TN,Central,District #25
38225,"Dresden, TN",TN,Central,District #25
38226,"Dukedom, TN",TN,Central,District #25
38229,"Gleason, TN",TN,Central,District #25
38230,"Greenfield, TN",TN,Central,District #25
38231,"Henry, TN",TN,Central,District #25
38232,"Hornbeak, TN",TN,Central,District #25
38233,"Kenton, TN",TN,Central,District #25
38235,"Mc Lemoresville, TN",TN,Central,District #25
38236,"Mansfield, TN",TN,Central,District #25
38237,"Martin, TN",TN,Central,District #25
38238,"Martin, TN",TN,Central,District #25
38240,"Obion, TN",TN,Central,District #25
38241,"Palmersville, TN",TN,Central,District #25
38242,"Paris, TN",TN,Central,District #25
38251,"Puryear, TN",TN,Central,District #25
38253,"Rives, TN",TN,Central,District #25
38254,"Samburg, TN",TN,Central,District #25
38255,"Sharon, TN",TN,Central,District #25
38256,"Springville, TN",TN,Central,District #25
38257,"South Fulton, TN",TN,Central,District #25
38258,"Trezevant, TN",TN,Central,District #25
38259,"Trimble, TN",TN,Central,District #25
38260,"Troy, TN",TN,Central,District #25
38261,"Union City, TN",TN,Central,District #25
38271,"Woodland Mills, TN",TN,Central,District #25
38281,"Union City, TN",TN,Central,District #25
38301,"Jackson, TN",TN,Central,District #25
38302,"Jackson, TN",TN,Central,District #25
38303,"Jackson, TN",TN,Central,District #25
38305,"Jackson, TN",TN,Central,District #25
38308,"Jackson, TN",TN,Central,District #25
38310,"Adamsville, TN",TN,Central,District #25
38311,"Bath Springs, TN",TN,Central,District #25
38313,"Beech Bluff, TN",TN,Central,District #25
38314,"Jackson, TN",TN,Central,District #25
38315,"Bethel Springs, TN",TN,Central,District #25
38316,"Bradford, TN",TN,Central,District #25
38317,"Bruceton, TN",TN,Central,District #25
38318,"Buena Vista, TN",TN,Central,District #25
38320,"Camden, TN",TN,Central,District #25
38321,"Cedar Grove, TN",TN,Central,District #25
38324,"Clarksburg, TN",TN,Central,District #25
38327,"Crump, TN",TN,Central,District #25
38328,"Darden, TN",TN,Central,District #25
38329,"Decaturville, TN",TN,Central,District #25
38330,"Dyer, TN",TN,Central,District #25
38331,"Eaton, TN",TN,Central,District #25
38332,"Enville, TN",TN,Central,District #25
38334,"Finger, TN",TN,Central,District #25
38336,"Fruitvale, TN",TN,Central,District #25
38337,"Gadsden, TN",TN,Central,District #25
38338,"Gibson, TN",TN,Central,District #25
38339,"Guys, TN",TN,Central,District #25
38340,"Henderson, TN",TN,Central,District #25
38341,"Holladay, TN",TN,Central,District #25
38342,"Hollow Rock, TN",TN,Central,District #25
38343,"Humboldt, TN",TN,Central,District #25
38344,"Huntingdon, TN",TN,Central,District #25
38345,"Huron, TN",TN,Central,District #25
38346,"Idlewild, TN",TN,Central,District #25
38347,"Jacks Creek, TN",TN,Central,District #25
38348,"Lavinia, TN",TN,Central,District #25
38351,"Lexington, TN",TN,Central,District #25
38352,"Luray, TN",TN,Central,District #25
38355,"Medina, TN",TN,Central,District #25
38356,"Medon, TN",TN,Central,District #25
38357,"Michie, TN",TN,Central,District #25
38358,"Milan, TN",TN,Central,District #25
38359,"Milledgeville, TN",TN,Central,District #25
38361,"Morris Chapel, TN",TN,Central,District #25
38362,"Oakfield, TN",TN,Central,District #25
38363,"Parsons, TN",TN,Central,District #25
38366,"Pinson, TN",TN,Central,District #25
38367,"Ramer, TN",TN,Central,District #25
38368,"Reagan, TN",TN,Central,District #25
38369,"Rutherford, TN",TN,Central,District #25
38370,"Saltillo, TN",TN,Central,District #25
38371,"Sardis, TN",TN,Central,District #25
38374,"Scotts Hill, TN",TN,Central,District #25
38375,"Selmer, TN",TN,Central,District #25
38376,"Shiloh, TN",TN,Central,District #25
38377,"Silerton, TN",TN,Central,District #25
38378,"Spring Creek, TN",TN,Central,District #25
38379,"Stantonville, TN",TN,Central,District #25
38380,"Sugar Tree, TN",TN,Central,District #25
38381,"Toone, TN",TN,Central,District #25
38382,"Trenton, TN",TN,Central,District #25
38387,"Westport, TN",TN,Central,District #25
38388,"Wildersville, TN",TN,Central,District #25
38389,"Yorkville, TN",TN,Central,District #25
38390,"Yuma, TN",TN,Central,District #25
38391,"Denmark, TN",TN,Central,District #25
38392,"Mercer, TN",TN,Central,District #25
38393,"Chewalla, TN",TN,Central,District #25
62410,"Allendale, IL",IL,Central,District #25
62446,"Mount Erie, IL",IL,Central,District #25
62460,"Saint Francisville, IL",IL,Central,District #25
62476,"West Salem, IL",IL,Central,District #25
62801,"Centralia, IL",IL,Central,District #25
62803,"Hoyleton, IL",IL,Central,District #25
62806,"Albion, IL",IL,Central,District #25
62807,"Alma, IL",IL,Central,District #25
62808,"Ashley, IL",IL,Central,District #25
62809,"Barnhill, IL",IL,Central,District #25
62810,"Belle Rive, IL",IL,Central,District #25
62811,"Bellmont, IL",IL,Central,District #25
62812,"Benton, IL",IL,Central,District #25
62814,"Bluford, IL",IL,Central,District #25
62815,"Bone Gap, IL",IL,Central,District #25
62816,"Bonnie, IL",IL,Central,District #25
62817,"Broughton, IL",IL,Central,District #25
62818,"Browns, IL",IL,Central,District #25
62819,"Buckner, IL",IL,Central,District #25
62820,"Burnt Prairie, IL",IL,Central,District #25
62821,"Carmi, IL",IL,Central,District #25
62822,"Christopher, IL",IL,Central,District #25
62823,"Cisne, IL",IL,Central,District #25
62825,"Coello, IL",IL,Central,District #25
62827,"Crossville, IL",IL,Central,District #25
62828,"Dahlgren, IL",IL,Central,District #25
62829,"Dale, IL",IL,Central,District #25
62830,"Dix, IL",IL,Central,District #25
62831,"Du Bois, IL",IL,Central,District #25
62832,"Du Quoin, IL",IL,Central,District #25
62833,"Ellery, IL",IL,Central,District #25
62834,"Emma, IL",IL,Central,District #25
62835,"Enfield, IL",IL,Central,District #25
62836,"Ewing, IL",IL,Central,District #25
62837,"Fairfield, IL",IL,Central,District #25
62840,"Frankfort Heights, IL",IL,Central,District #25
62841,"Freeman Spur, IL",IL,Central,District #25
62842,"Geff, IL",IL,Central,District #25
62843,"Golden Gate, IL",IL,Central,District #25
62844,"Grayville, IL",IL,Central,District #25
62846,"Ina, IL",IL,Central,District #25
62848,"Irvington, IL",IL,Central,District #25
62849,"Iuka, IL",IL,Central,District #25
62850,"Johnsonville, IL",IL,Central,District #25
62851,"Keenes, IL",IL,Central,District #25
62852,"Keensburg, IL",IL,Central,District #25
62853,"Kell, IL",IL,Central,District #25
62855,"Lancaster, IL",IL,Central,District #25
62856,"Logan, IL",IL,Central,District #25
62859,"Mc Leansboro, IL",IL,Central,District #25
